date,state,positiveIncrease,negativeIncrease,hospitalizedCurrently,hospitalizedIncrease,deathIncrease
9/17/2020,KY,606,10300,515,49,11
9/17/2020,LA,478,8528,663,0,17
9/17/2020,MA,429,27225,377,18,15
9/17/2020,MD,631,10753,353,49,6
9/17/2020,ME,21,9170,12,3,0
9/17/2020,MI,980,32290,590,0,12
9/17/2020,MN,909,10245,242,31,9
9/17/2020,MO,1747,12451,962,0,18
9/17/2020,MP,1,0,,0,0
9/17/2020,MS,701,0,622,0,24
9/17/2020,MT,216,2682,107,6,2
9/17/2020,NC,1552,29239,894,0,31
9/17/2020,ND,390,723,69,17,1
9/17/2020,NE,449,3441,176,5,3
9/17/2020,NH,34,1745,7,2,0
9/17/2020,NJ,569,30277,431,39,3
9/17/2020,NM,118,5287,59,10,2
9/17/2020,NV,347,2703,484,0,12
9/17/2020,NY,896,90608,486,0,3
9/17/2020,OH,1067,27786,638,65,25
9/17/2020,OK,1034,11207,516,88,6
9/17/2020,OR,0,4151,144,22,0
9/17/2020,PA,933,13144,459,0,10
9/17/2020,PR,583,0,444,0,18
9/17/2020,RI,130,1801,88,6,4
9/17/2020,SC,1324,5341,733,59,26
9/17/2020,SD,395,1473,138,20,1
9/17/2020,TN,1053,20590,999,57,13
9/17/2020,TX,4047,41509,3246,0,112
9/17/2020,UT,911,4536,170,20,0
9/17/2020,VA,1101,21164,995,103,36
9/17/2020,VI,6,101,,0,0
9/17/2020,VT,3,1128,2,0,0
9/17/2020,WA,386,13959,248,34,11
9/17/2020,WI,2134,9411,347,68,2
9/17/2020,WV,234,4166,170,0,4
9/17/2020,WY,86,1397,16,1,3
9/16/2020,AK,52,1388,45,0,0
9/16/2020,AL,927,6874,722,186,5
9/16/2020,AR,862,-26801,387,38,147
9/16/2020,AS,0,0,,0,0
9/16/2020,AZ,698,15459,538,25,27
9/16/2020,CA,2950,69402,3685,0,164
9/16/2020,CO,400,4576,273,22,11
9/16/2020,CT,135,3499,70,0,2
9/16/2020,DC,56,1905,91,0,1
9/16/2020,DE,97,1649,58,0,1
9/16/2020,FL,2355,12821,2464,200,154
9/16/2020,GA,2223,22808,2030,219,21
9/16/2020,GU,47,475,46,0,1
9/16/2020,HI,65,1036,222,16,1
9/16/2020,IA,803,4696,291,0,3
9/16/2020,ID,278,1194,105,19,4
9/16/2020,IL,1941,50370,1565,0,35
9/16/2020,IN,580,6581,788,60,12
9/16/2020,KS,971,4874,278,44,52
9/16/2020,KY,764,20576,565,3,8
9/16/2020,LA,612,22614,678,0,16
9/16/2020,MA,306,16337,352,16,20
9/16/2020,MD,643,9533,347,41,6
9/16/2020,ME,23,5675,10,1,1
9/16/2020,MI,773,30067,590,0,11
9/16/2020,MN,462,4063,244,40,6
9/16/2020,MO,1191,7440,989,0,7
9/16/2020,MP,0,0,,0,0
9/16/2020,MS,711,5709,632,0,22
9/16/2020,MT,187,2846,106,4,1
9/16/2020,NC,1137,29807,918,0,38
9/16/2020,ND,269,1143,62,17,6
9/16/2020,NE,328,1958,167,13,1
9/16/2020,NH,32,1241,8,1,0
9/16/2020,NJ,388,22273,462,29,9
9/16/2020,NM,81,5295,59,10,7
9/16/2020,NV,208,2789,488,0,12
9/16/2020,NY,652,74435,483,0,5
9/16/2020,OH,1033,28916,651,79,49
9/16/2020,OK,970,10118,528,48,12
9/16/2020,OR,188,3021,172,27,2
9/16/2020,PA,776,12847,488,0,28
9/16/2020,PR,112,0,434,0,19
9/16/2020,RI,108,1195,84,12,3
9/16/2020,SC,652,5533,784,50,34
9/16/2020,SD,297,3262,139,16,8
9/16/2020,TN,1856,25951,969,74,24
9/16/2020,TX,6026,46052,3249,0,135
9/16/2020,UT,747,3372,139,20,1
9/16/2020,VA,845,13594,1027,99,45
9/16/2020,VI,7,120,,0,0
9/16/2020,VT,0,472,6,0,0
9/16/2020,WA,347,10640,248,35,5
9/16/2020,WI,1502,10788,370,48,8
9/16/2020,WV,220,3017,156,0,10
9/16/2020,WY,128,96,16,5,0
9/15/2020,AK,43,3668,44,0,0
9/15/2020,AL,701,4718,716,0,32
9/15/2020,AR,730,43119,389,66,18
9/15/2020,AS,0,0,,0,0
9/15/2020,AZ,484,11156,550,26,22
9/15/2020,CA,2235,119746,3735,0,66
9/15/2020,CO,375,5852,239,13,5
9/15/2020,CT,136,10647,71,0,0
9/15/2020,DC,65,4067,89,0,0
9/15/2020,DE,200,1455,61,0,1
9/15/2020,FL,3116,24723,2574,281,146
9/15/2020,GA,1496,12347,2098,271,45
9/15/2020,GU,39,396,47,0,2
9/15/2020,HI,79,2297,225,2,0
9/15/2020,IA,401,2575,284,0,10
9/15/2020,ID,253,1304,105,8,4
9/15/2020,IL,1466,37565,1584,0,18
9/15/2020,IN,689,6749,809,62,21
9/15/2020,KS,0,0,192,0,0
9/15/2020,KY,718,9146,533,19,9
9/15/2020,LA,371,12288,667,0,26
9/15/2020,MA,313,11510,310,20,6
9/15/2020,MD,599,7320,371,34,10
9/15/2020,ME,15,2697,10,1,1
9/15/2020,MI,682,24852,590,0,11
9/15/2020,MN,402,4110,238,25,5
9/15/2020,MO,1317,9228,1021,0,18
9/15/2020,MP,0,0,,0,0
9/15/2020,MS,505,0,667,0,28
9/15/2020,MT,137,3361,109,8,2
9/15/2020,NC,1106,16515,916,0,51
9/15/2020,ND,233,182,62,11,1
9/15/2020,NE,307,2403,176,15,1
9/15/2020,NH,34,608,9,1,2
9/15/2020,NJ,436,21905,406,38,9
9/15/2020,NM,81,3393,60,7,0
9/15/2020,NV,226,1439,483,0,26
9/15/2020,NY,766,72912,481,0,11
9/15/2020,OH,1001,35274,666,103,87
9/15/2020,OK,1091,25018,561,96,7
9/15/2020,OR,178,3082,155,13,8
9/15/2020,PA,1151,10675,483,0,6
9/15/2020,PR,422,0,408,0,9
9/15/2020,RI,120,1724,81,6,3
9/15/2020,SC,790,-14526,745,54,21
9/15/2020,SD,193,764,133,24,0
9/15/2020,TN,957,21621,888,82,30
9/15/2020,TX,5301,28994,3311,0,132
9/15/2020,UT,562,3368,178,23,0
9/15/2020,VA,943,11536,1015,97,96
9/15/2020,VI,4,190,,0,0
9/15/2020,VT,6,108,7,0,0
9/15/2020,WA,327,11421,262,29,9
9/15/2020,WI,1441,10918,343,56,11
9/15/2020,WV,156,2475,155,0,5
9/15/2020,WY,46,693,16,0,0
9/14/2020,AK,77,2123,37,0,0
9/14/2020,AL,704,3660,792,229,4
9/14/2020,AR,408,5791,378,17,11
9/14/2020,AS,0,0,,0,0
9/14/2020,AZ,213,4314,489,1,0
9/14/2020,CA,2855,113318,3665,0,56
9/14/2020,CO,417,6625,228,4,0
9/14/2020,CT,569,48435,64,0,5
9/14/2020,DC,30,1477,91,0,0
9/14/2020,DE,88,1120,64,0,2
9/14/2020,FL,1736,15342,2637,77,36
9/14/2020,GA,1023,12022,2134,25,20
9/14/2020,GU,36,495,50,0,0
9/14/2020,HI,112,4020,225,1,2
9/14/2020,IA,386,2805,272,0,6
9/14/2020,ID,112,1378,165,8,0
9/14/2020,IL,1373,34557,1431,0,5
9/14/2020,IN,736,7573,844,47,1
9/14/2020,KS,1513,7938,192,35,23
9/14/2020,KY,337,65486,504,19,5
9/14/2020,LA,492,12077,664,0,17
9/14/2020,MA,254,11966,302,11,9
9/14/2020,MD,536,8482,347,33,1
9/14/2020,ME,40,3569,9,0,0
9/14/2020,MI,1229,50248,590,0,10
9/14/2020,MN,638,9412,233,23,3
9/14/2020,MO,1332,15175,1010,0,9
9/14/2020,MP,1,0,,0,0
9/14/2020,MS,144,2869,513,89,9
9/14/2020,MT,86,5660,144,6,3
9/14/2020,NC,845,17866,895,0,8
9/14/2020,ND,254,1370,65,3,1
9/14/2020,NE,227,3054,169,2,0
9/14/2020,NH,18,1256,7,0,0
9/14/2020,NJ,334,21106,420,2,4
9/14/2020,NM,100,5775,59,4,2
9/14/2020,NV,277,2519,473,0,4
9/14/2020,NY,583,62775,464,0,4
9/14/2020,OH,1079,28347,671,64,4
9/14/2020,OK,869,0,499,15,0
9/14/2020,OR,147,2037,135,44,2
9/14/2020,PA,1182,20609,472,0,32
9/14/2020,PR,370,0,414,0,3
9/14/2020,RI,32,682,80,0,0
9/14/2020,SC,816,15794,733,22,13
9/14/2020,SD,163,1020,110,6,0
9/14/2020,TN,2450,34252,833,56,19
9/14/2020,TX,4011,-340903,3391,0,21
9/14/2020,UT,563,4246,170,12,3
9/14/2020,VA,757,12334,1006,45,19
9/14/2020,VI,1,7,,0,0
9/14/2020,VT,12,793,3,0,0
9/14/2020,WA,312,9070,247,17,15
9/14/2020,WI,818,3149,341,18,0
9/14/2020,WV,121,4130,151,0,9
9/14/2020,WY,46,2523,13,2,4
9/13/2020,AK,62,1522,35,0,0
9/13/2020,AL,1109,5709,790,0,1
9/13/2020,AR,509,1559,381,41,12
9/13/2020,AS,0,0,,0,0
9/13/2020,AZ,384,7024,525,0,7
9/13/2020,CA,4625,128424,3741,0,78
9/13/2020,CO,415,6846,226,15,0
9/13/2020,CT,0,0,51,0,0
9/13/2020,DC,40,3164,88,0,0
9/13/2020,DE,123,1588,68,0,2
9/13/2020,FL,2423,19827,2631,82,8
9/13/2020,GA,1409,-9378,2138,42,46
9/13/2020,GU,0,0,50,0,1
9/13/2020,HI,129,5231,220,13,1
9/13/2020,IA,784,3771,274,0,1
9/13/2020,ID,217,1296,165,27,3
9/13/2020,IL,1462,45428,1422,0,14
9/13/2020,IN,1243,30761,731,39,1
9/13/2020,KS,0,0,140,0,0
9/13/2020,KY,530,0,587,0,3
9/13/2020,LA,1281,27696,680,0,33
9/13/2020,MA,286,11835,313,5,14
9/13/2020,MD,577,10816,351,55,2
9/13/2020,ME,29,5136,11,0,1
9/13/2020,MI,0,0,627,0,0
9/13/2020,MN,723,10060,241,32,13
9/13/2020,MO,1613,13714,971,0,1
9/13/2020,MP,0,0,,0,0
9/13/2020,MS,254,0,542,0,12
9/13/2020,MT,96,1300,145,4,2
9/13/2020,NC,1196,33780,831,0,5
9/13/2020,ND,426,1599,62,9,0
9/13/2020,NE,267,3063,163,6,0
9/13/2020,NH,44,1474,7,0,1
9/13/2020,NJ,297,26998,444,13,5
9/13/2020,NM,98,5122,67,16,3
9/13/2020,NV,317,3856,476,0,3
9/13/2020,NY,725,71943,464,0,6
9/13/2020,OH,837,25982,635,30,4
9/13/2020,OK,695,0,499,27,6
9/13/2020,OR,181,2335,161,0,4
9/13/2020,PA,76,0,463,0,0
9/13/2020,PR,288,0,396,0,4
9/13/2020,RI,99,1248,80,5,3
9/13/2020,SC,1886,15105,752,24,24
9/13/2020,SD,201,1146,110,13,1
9/13/2020,TN,933,12482,820,31,14
9/13/2020,TX,1845,28653,3319,0,47
9/13/2020,UT,628,4016,178,15,0
9/13/2020,VA,874,15254,1012,51,2
9/13/2020,VI,9,111,,0,0
9/13/2020,VT,7,1005,1,0,0
9/13/2020,WA,350,13073,254,33,0
9/13/2020,WI,1624,6153,313,23,1
9/13/2020,WV,178,4710,147,0,1
9/13/2020,WY,49,0,12,-59,0
9/12/2020,AK,107,4936,32,0,1
9/12/2020,AL,943,4504,793,0,17
9/12/2020,AR,727,20915,392,0,16
9/12/2020,AS,0,0,,0,0
9/12/2020,AZ,605,8700,574,26,27
9/12/2020,CA,4107,101200,3848,0,162
9/12/2020,CO,307,5238,232,22,0
9/12/2020,CT,0,0,51,0,0
9/12/2020,DC,59,5942,98,0,0
9/12/2020,DE,260,2627,66,0,0
9/12/2020,FL,3190,21734,2683,193,98
9/12/2020,GA,2124,49728,2114,164,41
9/12/2020,GU,28,322,50,0,2
9/12/2020,HI,170,3389,220,12,2
9/12/2020,IA,573,4720,290,0,6
9/12/2020,ID,333,1461,165,18,5
9/12/2020,IL,2121,54473,1509,0,22
9/12/2020,IN,1056,22820,807,59,17
9/12/2020,KS,0,0,140,0,0
9/12/2020,KY,711,28821,587,24,13
9/12/2020,LA,0,0,723,0,0
9/12/2020,MA,554,17878,331,15,16
9/12/2020,MD,809,10767,361,40,8
9/12/2020,ME,42,4953,10,-1,1
9/12/2020,MI,807,37017,627,0,11
9/12/2020,MN,872,9090,247,36,9
9/12/2020,MO,1974,14827,1040,0,3
9/12/2020,MP,1,0,,0,0
9/12/2020,MS,445,3715,542,0,15
9/12/2020,MT,140,3930,144,3,2
9/12/2020,NC,1454,21024,870,0,24
9/12/2020,ND,467,1038,56,4,0
9/12/2020,NE,468,3074,166,12,4
9/12/2020,NH,32,1701,6,1,1
9/12/2020,NJ,449,0,462,32,4
9/12/2020,NM,134,4917,73,9,2
9/12/2020,NV,414,4206,476,0,10
9/12/2020,NY,849,102076,467,0,2
9/12/2020,OH,1242,46556,626,48,8
9/12/2020,OK,1017,13067,499,55,11
9/12/2020,OR,291,4074,161,0,6
9/12/2020,PA,920,11972,470,0,0
9/12/2020,PR,511,0,420,0,12
9/12/2020,RI,94,3019,80,19,1
9/12/2020,SC,932,9464,806,49,12
9/12/2020,SD,320,1326,109,14,6
9/12/2020,TN,1032,21323,941,55,39
9/12/2020,TX,4233,61367,3371,0,146
9/12/2020,UT,572,3850,176,23,2
9/12/2020,VA,1300,14763,995,8,11
9/12/2020,VI,10,163,,0,1
9/12/2020,VT,9,1077,4,0,0
9/12/2020,WA,465,15949,269,30,0
9/12/2020,WI,1430,10271,319,46,12
9/12/2020,WV,347,6738,145,0,2
9/12/2020,WY,33,0,12,60,0
9/11/2020,AK,109,1400,44,0,1
9/11/2020,AL,1138,4046,811,188,32
9/11/2020,AR,1180,0,392,72,13
9/11/2020,AS,0,0,,0,0
9/11/2020,AZ,521,6169,577,136,15
9/11/2020,CA,3326,58343,4023,0,111
9/11/2020,CO,265,4065,240,13,7
9/11/2020,CT,233,21291,51,0,2
9/11/2020,DC,81,2167,95,0,0
9/11/2020,DE,0,0,66,0,0
9/11/2020,FL,3650,22847,2815,215,176
9/11/2020,GA,1658,14067,2152,101,42
9/11/2020,GU,17,378,52,0,2
9/11/2020,HI,169,7042,240,6,3
9/11/2020,IA,728,5000,281,0,4
9/11/2020,ID,307,1345,158,15,1
9/11/2020,IL,2312,54516,1619,0,44
9/11/2020,IN,1262,17701,809,60,10
9/11/2020,KS,976,6540,140,67,16
9/11/2020,KY,932,15267,549,27,9
9/11/2020,LA,755,26479,723,0,41
9/11/2020,MA,440,18963,330,10,14
9/11/2020,MD,646,8503,369,50,4
9/11/2020,ME,32,6067,10,1,0
9/11/2020,MI,1405,34933,627,0,6
9/11/2020,MN,467,6592,253,33,13
9/11/2020,MO,1569,11079,934,0,10
9/11/2020,MP,0,0,,0,0
9/11/2020,MS,853,4288,545,0,14
9/11/2020,MT,122,1183,142,6,8
9/11/2020,NC,1532,35283,938,0,33
9/11/2020,ND,241,543,64,6,2
9/11/2020,NE,456,3038,178,11,9
9/11/2020,NH,47,1585,7,1,0
9/11/2020,NJ,474,26658,483,30,9
9/11/2020,NM,161,3737,80,19,3
9/11/2020,NV,260,5703,476,0,10
9/11/2020,NY,880,88842,474,0,5
9/11/2020,OH,1240,27622,650,72,49
9/11/2020,OK,942,12099,509,51,12
9/11/2020,OR,211,8540,161,13,2
9/11/2020,PA,1008,12679,491,0,17
9/11/2020,PR,302,0,401,0,11
9/11/2020,RI,123,1587,80,9,4
9/11/2020,SC,2454,9563,806,58,53
9/11/2020,SD,283,1430,98,18,0
9/11/2020,TN,1622,25717,965,75,37
9/11/2020,TX,3547,45237,3465,0,144
9/11/2020,UT,656,3385,170,15,1
9/11/2020,VA,1115,16470,1120,106,3
9/11/2020,VI,4,181,,0,0
9/11/2020,VT,7,1262,4,0,0
9/11/2020,WA,544,16217,269,25,6
9/11/2020,WI,1443,8586,326,41,4
9/11/2020,WV,157,3844,147,0,6
9/11/2020,WY,65,991,12,3,0
9/10/2020,AK,125,1015,42,0,0
9/10/2020,AL,1148,6191,834,0,16
9/10/2020,AR,548,12402,392,32,12
9/10/2020,AS,0,0,,0,0
9/10/2020,AZ,461,3076,628,18,22
9/10/2020,CA,3338,42856,4225,0,137
9/10/2020,CO,246,2865,226,12,14
9/10/2020,CT,222,16391,52,82,4
9/10/2020,DC,25,1503,87,0,1
9/10/2020,DE,158,2570,66,0,4
9/10/2020,FL,2583,16428,2896,294,213
9/10/2020,GA,1836,12979,2169,217,76
9/10/2020,GU,88,435,54,0,0
9/10/2020,HI,98,1388,240,5,3
9/10/2020,IA,902,5392,302,0,13
9/10/2020,ID,329,1301,158,34,17
9/10/2020,IL,1953,47029,1609,0,28
9/10/2020,IN,758,5365,833,63,13
9/10/2020,KS,0,0,319,0,0
9/10/2020,KY,795,5406,565,58,22
9/10/2020,LA,464,10093,762,0,21
9/10/2020,MA,403,17526,355,14,20
9/10/2020,MD,503,7702,358,34,8
9/10/2020,ME,26,4158,11,2,0
9/10/2020,MI,983,32188,627,0,7
9/10/2020,MN,381,927,257,38,15
9/10/2020,MO,1116,11899,934,0,18
9/10/2020,MP,0,832,,0,0
9/10/2020,MS,517,3083,668,0,33
9/10/2020,MT,195,2008,163,3,1
9/10/2020,NC,1222,30504,928,0,32
9/10/2020,ND,333,1000,62,13,2
9/10/2020,NE,440,4529,182,19,15
9/10/2020,NH,79,2617,7,1,1
9/10/2020,NJ,424,22081,435,34,5
9/10/2020,NM,87,3341,77,17,6
9/10/2020,NV,288,2157,519,0,17
9/10/2020,NY,757,76056,482,0,7
9/10/2020,OH,1121,18666,682,81,30
9/10/2020,OK,771,7403,513,65,13
9/10/2020,OR,183,2728,162,7,3
9/10/2020,PA,587,13709,488,0,15
9/10/2020,PR,772,0,421,0,12
9/10/2020,RI,106,2193,76,7,5
9/10/2020,SC,379,14761,852,59,33
9/10/2020,SD,263,1098,83,11,4
9/10/2020,TN,1650,23888,1038,105,57
9/10/2020,TX,4018,29107,3575,0,161
9/10/2020,UT,346,4879,165,10,3
9/10/2020,VA,1236,15222,1096,118,11
9/10/2020,VI,6,415,,0,0
9/10/2020,VT,5,131,5,0,0
9/10/2020,WA,458,13626,284,27,7
9/10/2020,WI,1592,7275,304,49,10
9/10/2020,WV,209,3651,141,0,3
9/10/2020,WY,48,416,12,3,0
9/9/2020,AK,66,215,40,0,0
9/9/2020,AL,811,5193,857,202,8
9/9/2020,AR,498,0,411,50,11
9/9/2020,AS,0,0,,0,0
9/9/2020,AZ,496,2102,658,71,30
9/9/2020,CA,1616,74233,4425,0,83
9/9/2020,CO,187,2735,218,19,2
9/9/2020,CT,89,5871,57,0,0
9/9/2020,DC,25,1037,93,0,4
9/9/2020,DE,0,0,53,0,0
9/9/2020,FL,2056,12319,3077,324,202
9/9/2020,GA,1937,14016,2099,256,58
9/9/2020,GU,45,638,57,0,2
9/9/2020,HI,197,708,257,1,2
9/9/2020,IA,364,2234,322,0,14
9/9/2020,ID,240,1056,114,34,4
9/9/2020,IL,1337,46692,1580,0,28
9/9/2020,IN,705,6450,763,61,17
9/9/2020,KS,496,4232,319,29,10
9/9/2020,KY,658,6982,558,47,16
9/9/2020,LA,1561,30047,782,0,22
9/9/2020,MA,181,11168,338,19,5
9/9/2020,MD,336,4588,370,36,9
9/9/2020,ME,21,6998,9,0,0
9/9/2020,MI,961,22232,616,0,76
9/9/2020,MN,260,2063,263,32,7
9/9/2020,MO,1362,8317,934,0,12
9/9/2020,MP,0,0,,0,0
9/9/2020,MS,426,2751,683,0,38
9/9/2020,MT,87,2283,163,7,3
9/9/2020,NC,897,19239,916,0,49
9/9/2020,ND,238,592,53,7,0
9/9/2020,NE,502,6547,179,10,2
9/9/2020,NH,0,0,7,0,0
9/9/2020,NJ,323,20080,423,42,8
9/9/2020,NM,37,4389,68,7,0
9/9/2020,NV,154,668,552,0,19
9/9/2020,NY,576,62654,463,0,3
9/9/2020,OH,973,20046,700,116,26
9/9/2020,OK,876,27521,462,116,9
9/9/2020,OR,116,2462,147,9,8
9/9/2020,PA,931,10923,492,0,14
9/9/2020,PR,3,0,400,0,18
9/9/2020,RI,84,7491,82,15,3
9/9/2020,SC,305,2863,801,54,30
9/9/2020,SD,168,1035,76,15,0
9/9/2020,TN,833,15678,1056,89,35
9/9/2020,TX,4000,29006,3604,0,139
9/9/2020,UT,314,2880,137,21,3
9/9/2020,VA,882,9378,1072,208,11
9/9/2020,VI,0,0,,0,0
9/9/2020,VT,2,386,5,0,0
9/9/2020,WA,774,20076,290,106,25
9/9/2020,WI,913,8014,302,55,15
9/9/2020,WV,147,1023,147,0,4
9/9/2020,WY,48,3318,12,2,0
9/8/2020,AK,34,3001,41,0,0
9/8/2020,AL,633,3767,778,223,1
9/8/2020,AR,477,10440,409,38,9
9/8/2020,AS,0,57,,0,0
9/8/2020,AZ,81,3121,657,-3,2
9/8/2020,CA,2676,106980,4297,0,32
9/8/2020,CO,213,5645,237,4,0
9/8/2020,CT,417,48812,50,0,6
9/8/2020,DC,47,2836,85,0,0
9/8/2020,DE,59,1309,53,0,0
9/8/2020,FL,1823,13366,3155,114,44
9/8/2020,GA,1543,21442,2215,51,26
9/8/2020,GU,42,629,54,0,1
9/8/2020,HI,104,2005,265,1,1
9/8/2020,IA,455,2676,326,0,12
9/8/2020,ID,74,975,114,2,0
9/8/2020,IL,1392,29971,1504,0,7
9/8/2020,IN,386,3905,839,57,12
9/8/2020,KS,0,0,177,0,0
9/8/2020,KY,255,1162,510,2,1
9/8/2020,LA,256,3869,799,0,13
9/8/2020,MA,171,9271,328,11,8
9/8/2020,MD,356,5053,365,33,3
9/8/2020,ME,12,2662,7,2,0
9/8/2020,MI,499,16907,616,0,1
9/8/2020,MN,383,3812,257,17,2
9/8/2020,MO,773,6072,934,0,2
9/8/2020,MP,1,0,,0,0
9/8/2020,MS,249,8161,758,84,0
9/8/2020,MT,65,1590,161,4,1
9/8/2020,NC,716,9679,827,0,12
9/8/2020,ND,75,160,63,2,4
9/8/2020,NE,89,750,172,11,0
9/8/2020,NH,18,646,7,0,0
9/8/2020,NJ,277,15941,419,10,5
9/8/2020,NM,37,3374,65,9,4
9/8/2020,NV,137,1273,538,0,0
9/8/2020,NY,557,57269,445,0,6
9/8/2020,OH,656,22875,687,80,22
9/8/2020,OK,833,0,472,24,1
9/8/2020,OR,165,3168,153,45,4
9/8/2020,PA,496,6339,514,0,11
9/8/2020,PR,129,0,380,0,5
9/8/2020,RI,20,390,73,0,0
9/8/2020,SC,301,4140,766,11,5
9/8/2020,SD,103,490,68,10,0
9/8/2020,TN,645,5565,983,43,27
9/8/2020,TX,1421,16706,3701,0,61
9/8/2020,UT,326,3278,140,17,1
9/8/2020,VA,836,6810,1051,28,2
9/8/2020,VI,1,23,,0,1
9/8/2020,VT,3,786,4,0,0
9/8/2020,WA,0,0,277,0,0
9/8/2020,WI,749,3366,297,29,0
9/8/2020,WV,86,909,152,0,3
9/8/2020,WY,71,3054,17,0,0
9/7/2020,AK,34,1530,36,0,0
9/7/2020,AL,659,3028,858,0,0
9/7/2020,AR,1054,5812,399,24,14
9/7/2020,AS,0,0,,0,0
9/7/2020,AZ,198,4181,658,-2,-2
9/7/2020,CA,3091,108010,4285,0,17
9/7/2020,CO,285,5604,227,4,0
9/7/2020,CT,0,0,58,0,0
9/7/2020,DC,36,2169,85,0,0
9/7/2020,DE,206,1613,53,0,0
9/7/2020,FL,1838,15076,3157,60,22
9/7/2020,GA,608,8665,2214,15,7
9/7/2020,GU,0,0,57,0,2
9/7/2020,HI,162,4945,265,5,1
9/7/2020,IA,393,2516,311,0,3
9/7/2020,ID,190,827,151,0,1
9/7/2020,IL,1381,27594,1484,0,8
9/7/2020,IN,590,7114,771,45,4
9/7/2020,KS,1694,7787,177,26,4
9/7/2020,KY,290,-3186,503,15,0
9/7/2020,LA,309,4676,787,0,12
9/7/2020,MA,229,9648,322,7,8
9/7/2020,MD,764,11101,362,30,5
9/7/2020,ME,19,3159,8,3,0
9/7/2020,MI,1212,42464,616,0,4
9/7/2020,MN,638,8744,275,24,3
9/7/2020,MO,906,7636,934,0,1
9/7/2020,MP,0,0,,0,0
9/7/2020,MS,242,0,758,0,1
9/7/2020,MT,52,5047,163,12,1
9/7/2020,NC,1018,15614,765,0,7
9/7/2020,ND,171,729,68,4,0
9/7/2020,NE,81,552,175,3,0
9/7/2020,NH,29,1608,7,0,0
9/7/2020,NJ,332,51889,389,6,2
9/7/2020,NM,59,3966,65,15,3
9/7/2020,NV,357,2803,597,0,4
9/7/2020,NY,520,58345,413,0,2
9/7/2020,OH,778,21001,686,46,17
9/7/2020,OK,613,0,472,8,0
9/7/2020,OR,146,2595,147,0,1
9/7/2020,PA,547,9079,496,0,20
9/7/2020,PR,842,0,372,0,0
9/7/2020,RI,53,1768,73,2,1
9/7/2020,SC,655,7830,787,27,20
9/7/2020,SD,191,801,78,5,0
9/7/2020,TN,983,12599,953,16,4
9/7/2020,TX,2060,36360,3537,0,20
9/7/2020,UT,373,2635,152,18,1
9/7/2020,VA,645,11369,1061,37,6
9/7/2020,VI,9,86,,0,0
9/7/2020,VT,3,1927,2,0,0
9/7/2020,WA,399,12177,277,18,0
9/7/2020,WI,575,4899,289,19,0
9/7/2020,WV,163,3224,149,0,1
9/7/2020,WY,0,0,15,0,0
9/6/2020,AK,89,1966,41,0,0
9/6/2020,AL,511,5824,841,0,1
9/6/2020,AR,0,0,389,6,12
9/6/2020,AS,0,0,,0,0
9/6/2020,AZ,250,5993,666,7,14
9/6/2020,CA,4905,125963,4226,0,66
9/6/2020,CO,334,6270,220,9,0
9/6/2020,CT,0,0,58,0,0
9/6/2020,DC,41,3605,80,0,0
9/6/2020,DE,151,2000,62,0,1
9/6/2020,FL,2564,18399,3167,114,38
9/6/2020,GA,1651,17188,2202,22,60
9/6/2020,GU,0,0,57,0,1
9/6/2020,HI,220,8185,265,9,3
9/6/2020,IA,649,3777,309,0,4
9/6/2020,ID,281,1246,151,5,2
9/6/2020,IL,1403,45093,1504,0,5
9/6/2020,IN,843,8947,751,47,2
9/6/2020,KS,0,0,314,0,0
9/6/2020,KY,310,0,535,0,3
9/6/2020,LA,1395,25205,790,0,58
9/6/2020,MA,366,17361,312,3,9
9/6/2020,MD,512,8357,341,57,3
9/6/2020,ME,15,4864,6,0,0
9/6/2020,MI,0,0,616,0,0
9/6/2020,MN,707,9786,284,43,6
9/6/2020,MO,1232,6310,934,0,19
9/6/2020,MP,0,0,,0,0
9/6/2020,MS,410,0,758,0,15
9/6/2020,MT,100,876,156,9,1
9/6/2020,NC,1086,30993,830,0,1
9/6/2020,ND,299,1203,64,2,0
9/6/2020,NE,144,1160,176,5,0
9/6/2020,NH,23,1894,10,1,1
9/6/2020,NJ,311,36949,403,6,4
9/6/2020,NM,146,5621,68,0,6
9/6/2020,NV,508,5970,597,0,1
9/6/2020,NY,729,84901,410,0,9
9/6/2020,OH,773,25552,691,33,3
9/6/2020,OK,420,0,472,0,3
9/6/2020,OR,188,5130,147,0,1
9/6/2020,PA,691,10218,490,0,0
9/6/2020,PR,41,0,377,0,13
9/6/2020,RI,35,1486,79,6,0
9/6/2020,SC,663,6635,787,11,10
9/6/2020,SD,220,974,81,11,0
9/6/2020,TN,1764,19111,969,20,3
9/6/2020,TX,2995,95636,3715,0,64
9/6/2020,UT,388,4382,152,19,2
9/6/2020,VA,1199,11329,1083,32,1
9/6/2020,VI,14,100,,0,1
9/6/2020,VT,1,974,4,0,0
9/6/2020,WA,501,15886,282,-6,0
9/6/2020,WI,890,4616,286,22,0
9/6/2020,WV,123,4774,149,0,3
9/6/2020,WY,26,0,15,-4,0
9/5/2020,AK,98,2967,36,0,2
9/5/2020,AL,1410,6150,818,113,9
9/5/2020,AR,548,16485,385,34,9
9/5/2020,AS,0,0,,0,0
9/5/2020,AZ,835,15012,702,22,36
9/5/2020,CA,4956,114397,4242,0,153
9/5/2020,CO,368,6585,219,21,5
9/5/2020,CT,0,0,58,0,0
